DEVICE KERNEL DURATION [ns],NUM_TILES,INPUT_0_DATATYPE,INPUT_0_MEMORY,OUTPUT_0_MEMORY
96801,12500,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
97612,12500,BFLOAT4_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2367,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2308,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2318,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2336,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2320,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2327,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2309,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2324,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2318,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2294,1,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2507,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2571,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2447,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2440,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2500,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2427,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2497,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2575,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2493,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2547,10,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3268,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3187,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3221,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3195,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3288,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3161,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3214,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3261,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3224,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3222,100,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
10861,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
11114,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
10959,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
10943,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
11144,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
11052,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
11188,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
10933,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
10864,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
10893,1000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
18111,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
19267,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
18829,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
18678,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
18883,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
18308,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
18640,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
19438,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
18751,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
18956,2000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
43638,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
43622,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
43265,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
43447,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
43517,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
43130,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
43319,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
43542,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
43024,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
42601,5000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
66614,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
66777,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
67065,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
67184,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
67315,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
66112,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
66018,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
66756,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
66196,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
66387,8000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
86414,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
85942,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
86060,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
86233,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
86169,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
85346,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
86191,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
85694,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
86784,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
86511,10000,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
104697,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
103957,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
104993,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
103624,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
104795,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
104262,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
105561,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
103843,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
105222,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
105369,12500,BFLOAT4_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2161,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2128,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2137,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2119,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2126,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2125,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2124,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2121,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2127,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2110,1,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2310,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2294,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2287,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2288,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2288,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2283,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2281,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2267,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2288,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2312,10,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2986,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2840,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2841,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2870,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2883,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2878,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2905,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2917,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2918,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2900,100,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
9367,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
10152,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
10025,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
9510,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
9572,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
9900,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
9722,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
9454,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
9910,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
9517,1000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
15206,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
15355,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
15478,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
15454,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
15161,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
15285,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
15294,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
15329,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
15450,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
15107,2000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32646,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32900,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
33114,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32767,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32252,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32749,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32994,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32446,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32299,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
32672,5000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
50567,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
50129,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
50211,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
50421,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
51120,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
50701,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
50652,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
49901,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
50104,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
49903,8000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
63228,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
63202,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
62721,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
63453,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
63230,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
64406,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
61592,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
62881,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
62940,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
62166,10000,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
77574,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
77176,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
78006,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
77376,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
77608,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
77545,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
78297,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
77622,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
77836,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
77111,12500,BFLOAT8_B,L1_INTERLEAVED,L1_INTERLEAVED
2433,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2210,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2252,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2247,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2331,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2225,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2239,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2224,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2227,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2225,1,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2490,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2466,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2457,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2439,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2474,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2461,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2445,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2458,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2466,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2427,10,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
3272,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
3166,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
3301,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
3179,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
3231,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
3268,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
3169,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
3292,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
3153,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
3183,100,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
11174,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
10828,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
11153,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
10905,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
11026,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
11193,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
10822,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
10949,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
11029,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
11112,1000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
18300,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
18245,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
18651,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
18423,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
18317,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
18407,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
18694,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
18492,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
18441,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
18328,2000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
44323,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
43524,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
44101,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
43878,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
44042,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
43840,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
43618,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
43708,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
43587,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
43768,5000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
65229,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
65038,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
64781,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
66240,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
65116,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
65432,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
65070,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
66028,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
64605,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
64894,8000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
86012,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
86691,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
86231,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
86428,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
85910,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
86508,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
87476,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
86868,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
85878,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
86472,10000,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
101776,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
101383,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
101121,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
100419,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
100687,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
101075,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
101257,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
101023,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
100988,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
101189,12500,BFLOAT8_B,DRAM_INTERLEAVED,L1_INTERLEAVED
2307,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2250,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2263,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2247,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2243,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2290,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2242,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2247,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2247,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2272,1,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2419,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2424,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2486,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2539,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2396,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2373,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2426,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2533,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2447,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2379,10,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
3474,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
3333,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
3294,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
3237,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
3381,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
3318,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
3236,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
3422,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
3284,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
3339,100,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
11960,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
11322,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
11743,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
12074,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
12255,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
11727,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
12246,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
11833,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
11818,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
11683,1000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19878,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19790,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
20044,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19351,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19810,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19452,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19737,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19948,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19569,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
19703,2000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
46946,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
46957,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
46866,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
47256,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
48457,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
47831,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
46890,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
46904,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
46764,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
46982,5000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
70253,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
70437,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
