DEVICE KERNEL DURATION [ns],NUM_TILES,INPUT_0_DATATYPE,INPUT_0_MEMORY,OUTPUT_0_MEMORY
69973,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
70491,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
70792,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
71764,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
71620,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
70943,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
71555,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
70299,8000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
95327,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
93393,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
93117,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
93495,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
93835,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
92960,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
92646,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
93774,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
92635,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
94781,10000,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
110411,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
108623,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
108598,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
110507,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
108135,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
109290,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
109755,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
109520,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
108552,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
110015,12500,BFLOAT8_B,L1_INTERLEAVED,DRAM_INTERLEAVED
2408,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2364,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2369,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2352,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2510,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2362,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2354,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2371,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2377,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2378,1,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2741,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2590,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2598,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2619,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2593,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2599,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2673,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2600,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2647,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
2638,10,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3723,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3608,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3595,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3641,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3598,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3490,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3492,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3701,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3515,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
3495,100,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
14247,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
14257,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
14142,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
14060,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
14101,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
13906,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
14047,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
14089,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
13902,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
14215,1000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
25225,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
25103,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
24755,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
24476,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
25020,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
24558,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
25409,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
24746,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
24580,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
24477,2000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
59110,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
59667,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
58671,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
59094,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
58611,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
59085,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
58595,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
58700,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
58945,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
59117,5000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
90511,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
90134,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
91006,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
90838,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
90191,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
89886,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
90604,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
90018,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
91448,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
90673,8000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
122946,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
121998,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
121897,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
124253,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
124232,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
122773,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
124693,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
122636,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
121869,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
123462,10000,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
140033,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
139278,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
139495,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
139725,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
139366,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
139914,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
139910,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
139413,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
140019,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
139761,12500,BFLOAT8_B,DRAM_INTERLEAVED,DRAM_INTERLEAVED
