INPUT_0_MEMORY,INPUT_1_MEMORY,CORE COUNT,TILES PER CORE,mean,std,std/mean
L1_INTERLEAVED,DRAM_INTERLEAVED,8,128,83121.76923076923,7403.465057591234,0.08906770303501539
L1_INTERLEAVED,DRAM_INTERLEAVED,16,1,2023.0,,
L1_INTERLEAVED,DRAM_INTERLEAVED,16,4,4649.0,304.2745470787854,0.0654494616215929
L1_INTERLEAVED,DRAM_INTERLEAVED,16,64,45245.0,3949.187289810399,0.08728450192972481
L1_INTERLEAVED,DRAM_INTERLEAVED,16,256,170388.55555555556,15463.886414086784,0.0907566025409773
L1_INTERLEAVED,DRAM_INTERLEAVED,32,2,3445.0,,
L1_INTERLEAVED,DRAM_INTERLEAVED,32,32,27624.4,3001.1579931753013,0.10864156300861923
L1_INTERLEAVED,DRAM_INTERLEAVED,32,128,99710.4,9193.238700262275,0.09219939645475572
L1_INTERLEAVED,DRAM_INTERLEAVED,64,1,2549.0,,
L1_INTERLEAVED,DRAM_INTERLEAVED,64,16,21099.0,,
L1_INTERLEAVED,DRAM_INTERLEAVED,64,64,72956.0,6308.224869168822,0.08646615589079475
L1_INTERLEAVED,L1_INTERLEAVED,1,1,1706.6666666666667,25.42308662089112,0.01489633981692839
L1_INTERLEAVED,L1_INTERLEAVED,1,16,9013.666666666666,71.84242015225652,0.007970387946332222
L1_INTERLEAVED,L1_INTERLEAVED,1,64,30364.333333333332,214.41159794501198,0.007061297726883909
L1_INTERLEAVED,L1_INTERLEAVED,2,8,5845.428571428572,271.4091973035409,0.04643101767253498
L1_INTERLEAVED,L1_INTERLEAVED,2,32,18021.14285714286,2859.492812170918,0.15867433241269321
L1_INTERLEAVED,L1_INTERLEAVED,4,4,3693.8888888888887,126.3976309552956,0.0342180381590513
L1_INTERLEAVED,L1_INTERLEAVED,4,16,10130.777777777777,704.150867672862,0.06950610141873234
L1_INTERLEAVED,L1_INTERLEAVED,4,256,126818.44444444444,6891.098771442605,0.05433830072297882
L1_INTERLEAVED,L1_INTERLEAVED,8,2,2608.6666666666665,159.10478727346123,0.06099084613089493
L1_INTERLEAVED,L1_INTERLEAVED,8,8,6717.636363636364,775.1522782946938,0.11539062794329216
L1_INTERLEAVED,L1_INTERLEAVED,8,128,74487.46153846153,11028.325602853956,0.14805613421474284
L1_INTERLEAVED,L1_INTERLEAVED,16,1,2037.0,,
L1_INTERLEAVED,L1_INTERLEAVED,16,4,4233.0,332.50112781763613,0.07854975852058496
L1_INTERLEAVED,L1_INTERLEAVED,16,64,42884.77777777778,5373.690858659851,0.12530532130784208
L1_INTERLEAVED,L1_INTERLEAVED,16,256,158743.55555555556,20902.157377356474,0.13167247832017556
L1_INTERLEAVED,L1_INTERLEAVED,32,2,3065.0,,
L1_INTERLEAVED,L1_INTERLEAVED,32,32,27395.0,3348.422315061229,0.12222749826834199
L1_INTERLEAVED,L1_INTERLEAVED,32,128,97982.4,10902.979010343915,0.1112748719192826
L1_INTERLEAVED,L1_INTERLEAVED,64,1,2320.0,,
L1_INTERLEAVED,L1_INTERLEAVED,64,16,19072.0,,
L1_INTERLEAVED,L1_INTERLEAVED,64,64,68387.0,12253.09560886554,0.17917287801578574
